DTS,Downstream 1,Downstream 2,Downstream 3,Downstream 4,Downstream 5,Downstream 6,Downstream 7,Downstream 8
2013-08-20 15:24:00,-1.05,0.35,0.06,-1.17,-0.11,0.92,0.44,0.07
2013-08-20 15:54:00,-1.03,0.35,0.11,-1.17,-0.01,0.94,0.52,0.06
2013-08-20 16:24:00,-1.02,0.30,0.09,-1.22,-0.06,0.86,0.46,0.09
2013-08-20 16:54:00,-1.11,0.25,-0.01,-1.27,-0.14,0.86,0.43,-0.07
2013-08-20 17:24:00,-1.05,0.31,-0.01,-1.17,-0.05,0.87,0.43,0.04
2013-08-20 17:54:00,-1.07,0.33,0.06,-1.17,-0.02,0.90,0.49,0.06
2013-08-20 18:24:00,-1.00,0.36,0.07,-1.17,-0.03,0.87,0.51,0.12
2013-08-20 18:54:00,-1.05,0.34,0.09,-1.21,-0.02,0.97,0.51,0.10
2013-08-20 19:24:00,-1.05,0.34,0.09,-1.16,-0.03,0.92,0.55,0.10
2013-08-20 19:54:00,-1.18,0.36,0.01,-1.22,-0.07,0.95,0.50,0.07
2013-08-20 20:24:00,-1.15,0.31,0.07,-1.19,-0.03,0.93,0.60,0.12
2013-08-20 20:54:00,-1.26,0.31,0.10,-1.27,-0.02,0.95,0.57,0.16
2013-08-20 21:24:00,-1.31,0.39,0.07,-1.27,-0.00,1.07,0.63,0.16
2013-08-20 21:54:00,-1.43,0.36,0.05,-1.28,-0.00,1.01,0.55,0.18
2013-08-20 22:24:00,-1.48,0.32,0.02,-1.29,0.04,1.02,0.66,0.21
2013-08-20 22:54:00,-1.49,0.40,0.05,-1.33,0.01,1.09,0.59,0.26
2013-08-20 23:24:00,-1.54,0.42,0.05,-1.30,0.11,1.12,0.67,0.26
2013-08-20 23:54:00,-1.54,0.47,0.09,-1.28,0.09,1.16,0.72,0.29
2013-08-21 00:24:00,-1.57,0.48,0.10,-1.32,0.14,1.23,0.74,0.26
2013-08-21 00:54:00,-1.58,0.47,0.10,-1.35,0.12,1.15,0.80,0.37
2013-08-21 01:24:00,-1.55,0.45,-0.01,-1.49,0.06,1.18,0.74,0.34
2013-08-21 01:54:00,-1.52,0.47,0.04,-1.49,0.11,1.12,0.83,0.37
2013-08-21 02:24:00,-1.58,0.51,0.05,-1.36,0.20,1.17,0.74,0.34
2013-08-21 02:54:00,-1.62,0.44,0.04,-1.49,0.09,1.20,0.72,0.29
2013-08-21 03:24:00,-1.57,0.39,0.05,-1.46,0.14,1.28,0.80,0.29
2013-08-21 03:54:00,-1.60,0.40,0.01,-1.49,0.09,1.24,0.80,0.27
2013-08-21 04:24:00,-1.55,0.44,0.06,-1.49,0.12,1.21,0.75,0.37
2013-08-21 04:54:00,-1.57,0.42,0.02,-1.55,0.12,1.21,0.80,0.37
2013-08-21 05:24:00,-1.52,0.37,0.01,-1.55,0.11,1.20,0.83,0.29
2013-08-21 05:54:00,-1.52,0.45,0.10,-1.60,0.08,1.26,0.72,0.27
2013-08-21 06:24:00,-1.46,0.44,0.01,-1.57,0.15,1.18,0.75,0.34
2013-08-21 06:54:00,-1.48,0.44,-0.01,-1.55,0.11,1.15,0.77,0.34
2013-08-21 07:24:00,-1.44,0.42,-0.02,-1.55,0.11,1.21,0.75,0.29
2013-08-21 07:54:00,-1.54,0.45,-0.07,-1.57,0.14,1.15,0.74,0.35
2013-08-21 08:24:00,-1.58,0.39,0.12,-1.48,0.11,1.18,0.83,0.32
2013-08-21 08:54:00,-1.55,0.44,0.05,-1.38,0.12,1.17,0.74,0.32
2013-08-21 09:24:00,-1.37,0.58,0.29,-1.10,0.25,1.31,0.85,0.48
2013-08-21 09:54:00,-1.11,0.50,0.28,-1.13,0.19,1.22,0.80,0.29
2013-08-21 10:24:00,-0.99,0.51,0.30,-1.03,0.16,1.18,0.71,0.27
2013-08-21 10:54:00,-0.89,0.58,0.29,-1.00,0.14,1.12,0.66,0.32
2013-08-21 11:24:00,-0.88,0.45,0.19,-1.06,0.04,0.99,0.60,0.23
2013-08-21 11:54:00,-0.94,0.44,0.21,-1.08,0.06,1.03,0.61,0.20
2013-08-21 12:24:00,-1.08,0.33,0.07,-1.16,-0.09,0.86,0.44,0.04
2013-08-21 12:54:00,-1.04,0.30,0.07,-1.19,-0.08,0.89,0.43,0.03
2013-08-21 13:24:00,-1.02,0.33,0.09,-1.17,-0.03,0.95,0.55,0.09
2013-08-21 13:54:00,-0.93,0.45,0.21,-1.06,0.11,1.07,0.66,0.20
2013-08-21 14:24:00,-1.00,0.41,0.20,-1.11,-0.00,0.98,0.58,0.13
2013-08-21 14:54:00,-1.19,0.22,-0.01,-1.28,-0.14,0.81,0.38,-0.08
2013-08-21 15:24:00,-1.07,0.28,0.04,-1.23,-0.06,0.86,0.43,-0.01
2013-08-21 15:54:00,-1.13,0.25,-0.01,-1.22,-0.16,0.79,0.43,-0.02
2013-08-21 16:24:00,-1.14,0.23,0.03,-1.16,-0.05,0.90,0.40,-0.00
2013-08-21 16:54:00,-1.11,0.20,-0.01,-1.28,-0.14,0.82,0.35,0.04
2013-08-21 17:24:00,-0.99,0.31,0.09,-1.13,-0.06,0.89,0.47,0.04
2013-08-21 17:54:00,-0.96,0.41,0.18,-1.10,0.05,0.95,0.61,0.10
2013-08-21 18:24:00,-0.85,0.39,0.21,-1.03,0.05,0.96,0.61,0.23
2013-08-21 18:54:00,-0.86,0.50,0.23,-1.00,0.09,1.07,0.66,0.28
2013-08-21 19:24:00,-0.82,0.47,0.32,-0.97,0.16,1.01,0.67,0.21
2013-08-21 19:54:00,-0.87,0.50,0.27,-1.02,0.11,1.12,0.67,0.24
2013-08-21 20:24:00,-0.88,0.47,0.19,-1.05,0.11,1.06,0.67,0.26
2013-08-21 20:54:00,-0.98,0.45,0.19,-1.10,0.08,1.06,0.69,0.23
2013-08-21 21:24:00,-1.04,0.47,0.18,-1.05,0.11,1.10,0.72,0.26
2013-08-21 21:54:00,-1.10,0.45,0.19,-1.11,0.09,1.05,0.66,0.24
2013-08-21 22:24:00,-1.27,0.44,0.13,-1.13,0.12,1.04,0.69,0.19
2013-08-21 22:54:00,-1.32,0.47,0.12,-1.16,0.14,1.12,0.70,0.27
2013-08-21 23:24:00,-1.32,0.47,0.13,-1.18,0.14,1.18,0.77,0.29
2013-08-21 23:54:00,-1.38,0.47,0.13,-1.24,0.18,1.20,0.75,0.29
2013-08-22 00:24:00,-1.52,0.40,0.08,-1.35,0.06,1.07,0.67,0.24
2013-08-22 00:54:00,-1.48,0.55,0.07,-1.38,0.09,1.20,0.74,0.27
2013-08-22 01:24:00,-1.60,0.40,0.04,-1.32,0.15,1.13,0.74,0.29
2013-08-22 01:54:00,-1.54,0.42,0.10,-1.25,0.14,1.17,0.71,0.22
2013-08-22 02:24:00,-1.52,0.51,0.05,-1.30,0.18,1.15,0.70,0.27
2013-08-22 02:54:00,-1.57,0.48,0.07,-1.35,0.15,1.13,0.82,0.32
2013-08-22 03:24:00,-1.48,0.40,0.02,-1.41,0.14,1.13,0.74,0.24
2013-08-22 03:54:00,-1.60,0.44,-0.01,-1.36,0.06,1.15,0.67,0.30
2013-08-22 04:24:00,-1.55,0.42,0.07,-1.44,0.10,1.18,0.74,0.30
2013-08-22 04:54:00,-1.58,0.47,0.07,-1.41,0.15,1.21,0.75,0.32
2013-08-22 05:24:00,-1.58,0.48,0.10,-1.42,0.12,1.21,0.78,0.32
2013-08-22 05:54:00,-1.54,0.44,0.07,-1.44,0.15,1.21,0.80,0.30
2013-08-22 06:24:00,-1.60,0.47,0.04,-1.41,0.12,1.21,0.75,0.32
2013-08-22 06:54:00,-1.52,0.43,0.09,-1.47,0.22,1.17,0.74,0.30
2013-08-22 07:24:00,-1.62,0.43,0.05,-1.46,0.15,1.23,0.72,0.30
2013-08-22 07:54:00,-1.58,0.45,0.10,-1.44,0.11,1.17,0.80,0.29
2013-08-22 08:24:00,-1.54,0.39,0.02,-1.44,0.08,1.23,0.77,0.37
2013-08-22 08:54:00,-1.51,0.45,0.05,-1.24,0.07,1.18,0.74,0.32
2013-08-22 09:24:00,-1.33,0.54,0.21,-1.14,0.23,1.23,0.80,0.40
2013-08-22 09:54:00,-1.18,0.67,0.34,-1.05,0.33,1.37,0.92,0.49
2013-08-22 10:24:00,-1.02,0.70,0.41,-0.89,0.37,1.42,0.97,0.54
2013-08-22 10:54:00,-0.91,0.64,0.35,-0.94,0.29,1.28,0.93,0.45
2013-08-22 11:24:00,-0.83,0.64,0.34,-0.94,0.23,1.26,0.83,0.40
2013-08-22 11:54:00,-0.91,0.58,0.29,-1.02,0.20,1.21,0.82,0.45
2013-08-22 12:24:00,-0.88,0.67,0.35,-0.94,0.22,1.24,0.82,0.38
2013-08-22 12:54:00,-0.90,0.53,0.30,-0.96,0.19,1.20,0.80,0.32
2013-08-22 13:24:00,-0.94,0.58,0.23,-0.92,0.11,1.07,0.75,0.24
2013-08-22 13:54:00,-0.86,0.51,0.32,-0.94,0.14,1.15,0.74,0.34
2013-08-22 14:24:00,-0.89,0.51,0.31,-1.02,0.20,1.20,0.71,0.29
2013-08-22 14:54:00,-1.00,0.47,0.18,-1.08,0.11,1.11,0.72,0.29
2013-08-22 15:24:00,-1.03,0.42,0.12,-1.11,0.08,1.04,0.66,0.17
2013-08-22 15:54:00,-1.07,0.38,0.11,-1.12,0.02,1.09,0.66,0.21
2013-08-22 16:24:00,-1.02,0.41,0.17,-1.11,0.08,1.09,0.65,0.23
2013-08-22 16:54:00,-1.13,0.44,0.17,-1.10,0.08,1.12,0.66,0.24
2013-08-22 17:24:00,-1.21,0.36,0.09,-1.21,0.03,1.07,0.67,0.24
2013-08-22 17:54:00,-1.27,0.39,0.09,-1.16,0.03,1.10,0.66,0.23
2013-08-22 18:24:00,-1.33,0.40,0.01,-1.25,0.03,1.07,0.63,0.21
2013-08-22 18:54:00,-1.31,0.42,0.09,-1.21,0.06,1.09,0.66,0.18
2013-08-22 19:24:00,-1.31,0.39,0.10,-1.17,0.04,1.07,0.66,0.23
2013-08-22 19:54:00,-1.38,0.37,0.04,-1.22,0.09,1.07,0.71,0.24
2013-08-22 20:24:00,-1.48,0.37,0.07,-1.30,0.04,1.13,0.69,0.24
2013-08-22 20:54:00,-1.54,0.42,0.01,-1.33,0.07,1.13,0.71,0.26
2013-08-22 21:24:00,-1.55,0.40,0.05,-1.33,0.09,1.15,0.72,0.34
2013-08-22 21:54:00,-1.54,0.47,0.09,-1.38,0.15,1.18,0.83,0.34
2013-08-22 22:24:00,-1.60,0.40,0.01,-1.39,0.09,1.21,0.81,0.29
2013-08-22 22:54:00,-1.55,0.40,0.01,-1.42,0.15,1.10,0.83,0.30
2013-08-22 23:24:00,-1.55,0.40,0.05,-1.52,0.04,1.23,0.77,0.34
2013-08-22 23:54:00,-1.57,0.40,0.02,-1.43,0.06,1.21,0.67,0.27
2013-08-23 00:24:00,-1.54,0.34,0.05,-1.41,0.17,1.21,0.82,0.38
2013-08-23 00:54:00,-1.55,0.40,0.09,-1.42,0.09,1.26,0.80,0.27
2013-08-23 01:24:00,-1.62,0.36,-0.01,-1.44,0.08,1.20,0.74,0.30
2013-08-23 01:54:00,-1.57,0.37,-0.04,-1.49,0.14,1.18,0.77,0.27
2013-08-23 02:24:00,-1.60,0.44,0.10,-1.47,0.06,1.15,0.72,0.35
2013-08-23 02:54:00,-1.55,0.42,-0.06,-1.61,0.06,1.17,0.79,0.26
2013-08-23 03:24:00,-1.50,0.36,-0.04,-1.61,0.12,1.28,0.82,0.24
2013-08-23 03:54:00,-1.54,0.41,-0.07,-1.61,0.06,1.20,0.74,0.30
2013-08-23 04:24:00,-1.48,0.36,0.07,-1.60,0.23,1.20,0.72,0.34
2013-08-23 04:54:00,-1.46,0.48,0.05,-1.60,0.11,1.20,0.82,0.35
2013-08-23 05:24:00,-1.41,0.44,-0.01,-1.60,0.11,1.20,0.72,0.26
2013-08-23 05:54:00,-1.44,0.31,0.03,-1.63,0.11,1.21,0.78,0.26
2013-08-23 06:24:00,-1.43,0.42,-0.06,-1.64,0.04,1.17,0.86,0.34
2013-08-23 06:54:00,-1.46,0.37,-0.01,-1.61,0.14,1.15,0.75,0.35
2013-08-23 07:24:00,-1.38,0.37,-0.07,-1.64,0.12,1.24,0.80,0.29
2013-08-23 07:54:00,-1.40,0.34,-0.05,-1.64,0.08,1.17,0.72,0.24
2013-08-23 08:24:00,-1.39,0.39,-0.05,-1.64,0.04,1.29,0.72,0.35
2013-08-23 08:54:00,-1.48,0.42,0.02,-1.64,0.11,1.28,0.77,0.37
2013-08-23 09:24:00,-1.43,0.44,0.04,-1.52,0.14,1.21,0.85,0.35
2013-08-23 09:54:00,-1.32,0.69,0.21,-1.32,0.33,1.40,0.97,0.55
2013-08-23 10:24:00,-1.27,0.65,0.23,-1.27,0.33,1.38,0.99,0.51
2013-08-23 10:54:00,-1.07,0.80,0.38,-1.08,0.56,1.53,1.16,0.70
2013-08-23 11:24:00,-1.04,0.84,0.44,-1.00,0.47,1.60,1.16,0.71
2013-08-23 11:54:00,-1.05,0.94,0.48,-0.92,0.55,1.61,1.22,0.78
2013-08-23 12:24:00,-1.08,0.83,0.51,-0.89,0.50,1.60,1.22,0.74
2013-08-23 12:54:00,-1.05,0.75,0.43,-0.91,0.44,1.48,1.00,0.55
2013-08-23 13:24:00,-1.13,0.66,0.32,-1.08,0.26,1.29,0.85,0.38
2013-08-23 13:54:00,-0.99,0.55,0.31,-1.02,0.20,1.23,0.77,0.35
2013-08-23 14:24:00,-0.93,0.55,0.35,-0.94,0.18,1.15,0.69,0.38
2013-08-23 14:54:00,-0.88,0.48,0.24,-0.97,0.17,1.14,0.72,0.34
2013-08-23 15:24:00,-0.85,0.53,0.28,-0.98,0.19,1.12,0.71,0.28
2013-08-23 15:54:00,-0.89,0.48,0.26,-0.97,0.11,1.12,0.68,0.23
2013-08-23 16:24:00,-0.86,0.47,0.17,-1.00,0.11,1.04,0.65,0.23
2013-08-23 16:54:00,-0.86,0.48,0.17,-1.00,0.11,1.03,0.63,0.26
2013-08-23 17:24:00,-0.82,0.45,0.16,-1.02,0.14,1.04,0.66,0.26
2013-08-23 17:54:00,-0.85,0.55,0.24,-0.98,0.12,1.12,0.71,0.26
2013-08-23 18:24:00,-0.75,0.53,0.29,-0.96,0.14,1.09,0.72,0.23
2013-08-23 18:54:00,-0.79,0.51,0.24,-0.92,0.18,1.12,0.71,0.32
2013-08-23 19:24:00,-0.90,0.59,0.26,-0.96,0.20,1.20,0.74,0.26
2013-08-23 19:54:00,-0.93,0.48,0.19,-1.03,0.14,1.13,0.66,0.27
2013-08-23 20:24:00,-1.02,0.51,0.18,-1.04,0.20,1.12,0.69,0.26
2013-08-23 20:54:00,-1.19,0.53,0.16,-1.15,-0.00,1.10,0.75,0.27
2013-08-23 21:24:00,-1.43,0.39,0.13,-1.19,0.10,1.15,0.72,0.29
2013-08-23 21:54:00,-1.57,0.39,0.07,-1.36,0.09,1.10,0.70,0.29
2013-08-23 22:24:00,-1.54,0.47,0.04,-1.33,0.15,1.13,0.75,0.34
2013-08-23 22:54:00,-1.62,0.42,0.10,-1.41,0.11,1.17,0.74,0.22
2013-08-23 23:24:00,-1.63,0.45,0.05,-1.42,-0.00,1.15,0.77,0.34
2013-08-23 23:54:00,-1.62,0.34,0.01,-1.46,0.11,1.21,0.77,0.29
2013-08-24 00:24:00,-1.60,0.42,0.04,-1.52,0.15,1.12,0.66,0.34
2013-08-24 00:54:00,-1.57,0.39,0.01,-1.52,0.14,1.23,0.71,0.32
2013-08-24 01:24:00,-1.54,0.45,0.09,-1.61,0.06,1.21,0.80,0.38
2013-08-24 01:54:00,-1.58,0.40,0.04,-1.58,0.12,1.15,0.75,0.32
2013-08-24 02:24:00,-1.58,0.37,-0.04,-1.66,0.06,1.13,0.67,0.29
2013-08-24 02:54:00,-1.62,0.37,-0.02,-1.66,0.09,1.12,0.74,0.21
2013-08-24 03:24:00,-1.58,0.39,-0.04,-1.69,0.08,1.10,0.66,0.26
2013-08-24 03:54:00,-1.60,0.34,-0.06,-1.75,-0.00,1.09,0.66,0.26
2013-08-24 04:24:00,-1.55,0.34,-0.10,-1.74,0.06,1.09,0.71,0.26
2013-08-24 04:54:00,-1.57,0.31,-0.12,-1.77,-0.00,1.06,0.61,0.23
2013-08-24 05:24:00,-1.57,0.33,-0.10,-1.78,0.04,1.07,0.66,0.23
2013-08-24 05:54:00,-1.48,0.34,-0.07,-1.75,0.11,1.09,0.71,0.27
2013-08-24 06:24:00,-1.43,0.37,-0.09,-1.77,0.09,1.07,0.77,0.35
2013-08-24 06:54:00,-1.41,0.36,-0.04,-1.72,0.09,1.13,0.71,0.32
2013-08-24 07:24:00,-1.41,0.37,-0.07,-1.72,-0.00,1.13,0.67,0.27
2013-08-24 07:54:00,-1.62,0.26,-0.12,-1.85,-0.02,1.06,0.61,0.18
2013-08-24 08:24:00,-1.85,0.15,-0.20,-1.85,-0.13,0.90,0.58,0.08
2013-08-24 08:54:00,-2.06,0.15,-0.27,-1.92,-0.27,0.82,0.41,0.02
2013-08-24 09:24:00,-1.76,0.36,0.02,-1.58,0.01,1.06,0.66,0.24
2013-08-24 09:54:00,-1.55,0.47,0.13,-1.38,0.08,1.06,0.67,0.29
2013-08-24 10:24:00,-1.58,0.19,-0.01,-1.44,-0.11,0.81,0.39,-0.01
2013-08-24 10:54:00,-1.33,0.31,0.10,-1.25,-0.06,0.84,0.49,0.12
2013-08-24 11:24:00,-1.25,0.30,0.10,-1.22,-0.09,0.87,0.47,0.07
2013-08-24 11:54:00,-1.14,0.31,0.10,-1.27,-0.05,0.84,0.46,0.07
2013-08-24 12:24:00,-1.18,0.30,0.07,-1.28,-0.11,0.84,0.48,0.07
2013-08-24 12:54:00,-1.19,0.22,0.03,-1.31,-0.19,0.78,0.40,0.01
2013-08-24 13:24:00,-1.25,0.27,0.04,-1.27,-0.14,0.82,0.40,0.06
2013-08-24 13:54:00,-1.25,0.22,0.06,-1.33,-0.16,0.78,0.38,0.01
2013-08-24 14:24:00,-1.24,0.23,0.04,-1.35,-0.25,0.76,0.38,-0.04
2013-08-24 14:54:00,-1.32,0.13,-0.08,-1.42,-0.30,0.72,0.29,-0.07
2013-08-24 15:24:00,-1.32,0.09,-0.13,-1.42,-0.30,0.68,0.27,-0.08
2013-08-24 15:54:00,-1.43,0.06,-0.19,-1.50,-0.33,0.57,0.18,-0.19
2013-08-24 16:24:00,-1.39,-0.03,-0.16,-1.53,-0.36,0.57,0.18,-0.22
2013-08-24 16:54:00,-1.35,0.00,-0.18,-1.45,-0.38,0.65,0.21,-0.24
2013-08-24 17:24:00,-1.33,-0.00,-0.21,-1.50,-0.28,0.59,0.27,-0.10
2013-08-24 17:54:00,-1.27,0.14,-0.12,-1.42,-0.33,0.67,0.30,-0.15
2013-08-24 18:24:00,-1.19,0.14,-0.02,-1.36,-0.21,0.71,0.33,-0.10
2013-08-24 18:54:00,-1.21,0.19,-0.01,-1.32,-0.19,0.74,0.34,-0.02
2013-08-24 19:24:00,-1.08,0.25,0.01,-1.24,-0.16,0.85,0.39,0.02
2013-08-24 19:54:00,-1.13,0.23,0.04,-1.27,-0.15,0.84,0.45,0.05
2013-08-24 20:24:00,-1.27,0.23,-0.04,-1.33,-0.13,0.84,0.45,0.04
2013-08-24 20:54:00,-1.35,0.25,-0.09,-1.36,-0.13,0.87,0.44,0.09
2013-08-24 21:24:00,-1.41,0.31,0.09,-1.30,-0.04,0.96,0.56,0.18
2013-08-24 21:54:00,-1.48,0.36,0.04,-1.32,-0.00,1.01,0.63,0.24
2013-08-24 22:24:00,-1.54,0.34,0.08,-1.35,0.03,1.07,0.67,0.27
2013-08-24 22:54:00,-1.66,0.36,0.07,-1.35,0.04,1.07,0.67,0.24
2013-08-24 23:24:00,-1.65,0.34,0.07,-1.42,0.03,1.09,0.67,0.26
2013-08-24 23:54:00,-1.66,0.37,0.07,-1.44,0.03,0.99,0.66,0.18
2013-08-25 00:24:00,-1.71,0.32,0.02,-1.58,-0.00,1.04,0.64,0.24
2013-08-25 00:54:00,-1.73,0.31,-0.06,-1.52,0.06,1.02,0.69,0.21
2013-08-25 01:24:00,-1.81,0.30,-0.04,-1.69,0.01,1.07,0.64,0.20
2013-08-25 01:54:00,-1.79,0.33,-0.01,-1.66,0.01,1.04,0.63,0.20
2013-08-25 02:54:00,-1.82,0.25,-0.10,-1.75,-0.08,0.98,0.60,0.18
2013-08-25 03:24:00,-1.77,0.28,-0.07,-1.83,-0.04,1.01,0.63,0.18
2013-08-25 03:54:00,-1.76,0.25,-0.01,-1.80,0.06,0.99,0.68,0.18
2013-08-25 04:24:00,-1.80,0.28,-0.10,-1.82,-0.05,1.03,0.60,0.18
2013-08-25 04:54:00,-1.75,0.22,-0.05,-1.91,-0.02,0.96,0.58,0.20
2013-08-25 05:24:00,-1.71,0.17,-0.18,-1.89,-0.05,0.95,0.55,0.15
2013-08-25 05:54:00,-1.71,0.25,-0.12,-1.94,-0.05,1.03,0.60,0.23
2013-08-25 06:24:00,-1.77,0.33,-0.10,-1.83,0.01,0.96,0.65,0.23
2013-08-25 06:54:00,-1.77,0.28,-0.08,-1.92,-0.00,1.00,0.60,0.16
2013-08-25 07:24:00,-1.72,0.20,-0.20,-1.88,-0.07,1.01,0.63,0.20
2013-08-25 07:45:24,-1.74,0.23,-0.13,-1.94,-0.11,1.00,0.57,0.16
2013-08-25 07:54:01,-1.87,0.23,-0.15,-1.94,-0.07,0.95,0.55,0.21
2013-08-25 07:54:33,-1.87,0.23,-0.13,-1.91,-0.06,0.93,0.50,0.12
